tract_id,ndvi_min,ndvi_max,ndvi_mean,ndvi_25pctl,ndvi_50pctl,ndvi_75pctl,fraction_ndvi_gt_0_12
3707,0.0,255.0,2.418354156879151,0.0,0.0220264317180616,1.009049773755656,0.4753946137771556
3717,0.0,255.0,2.89982699487197,0.0,0.4380952380952381,1.3157894736842106,0.6085633971572171
904,0.0,255.0,4.750608355362656,0.3118279569892473,1.0358744394618835,2.025641025641025,0.8155658570597099
1101,0.0,255.0,3.864209833697797,0.1011235955056179,0.8725099601593626,1.5033112582781456,0.7420740406943009
1102,0.0,255.0,4.354655924226503,0.3529411764705882,0.7777777777777778,1.4268292682926829,0.887658016768842
2401,0.0,255.0,2.8313283648486185,0.0,0.0351758793969849,1.1641025641025642,0.4790929187097753
2700,0.0,255.0,2.682246338540091,0.0,0.3096446700507614,1.181818181818182,0.5230473089227121
2900,0.0,255.0,3.487372042146047,0.0,0.8861788617886179,1.393063583815029,0.6362601662798466
3001,0.0,255.0,4.724428714957517,0.0,0.5406698564593302,1.2277227722772277,0.6720489217113931
3719,0.0,255.0,2.863872937651628,0.0,0.8423236514522822,1.4556962025316456,0.6303291443709039
3724,0.0,255.0,2.670725834787845,0.0,0.2932330827067669,1.350877192982456,0.5427546303626996
3728,0.0,255.0,2.834818287032652,0.0,0.4594594594594595,1.4146341463414631,0.6117207617034021
3725,0.0,255.0,4.399959713781263,0.0,0.9344262295081968,1.6382978723404256,0.6979011484282185
3733,0.0,255.0,2.068809715501347,0.0,0.0,1.154639175257732,0.4154946977716218
1400,0.0,255.0,2.811430079761228,0.0,0.3883495145631068,1.1853658536585363,0.5653272089905402
4742,0.0,255.0,3.6858202680841687,0.0,0.0833333333333333,1.1862745098039216,0.4939866796137064
4764,0.0,255.0,3.352353042446268,0.0,0.0,1.2527472527472527,0.4303859275222864
1201,0.0,255.0,4.862249450211204,0.4805194805194805,1.099009900990099,2.36,0.901350720669084
905,0.0,255.0,5.6004290944874,0.4502923976608187,1.1148325358851674,2.1578947368421053,0.8737126364579269
4760,0.0,255.0,3.835120990591333,0.0,0.2039800995024875,1.624113475177305,0.5063012096115145
2403,0.0,255.0,5.447260612168028,0.1804478208716513,1.0352422907488987,2.2115384615384617,0.7625708812633409
2404,0.0,255.0,4.606877690559752,0.0,0.9176954732510288,1.859504132231405,0.6478693230771352
3740,0.0,255.0,3.420957068540061,0.3097345132743362,1.034934497816594,1.7936507936507935,0.8077111578576385
3739,0.0,255.0,3.3721044711119084,0.0632911392405063,0.8934426229508197,1.6762589928057554,0.7291064002779638
908,0.0,255.0,3.5479582367812768,0.0,0.8412698412698413,1.5815602836879432,0.6308998651106232
716,0.0,255.0,4.555758913783097,0.2372093023255814,0.9156118143459916,1.6027397260273972,0.7830268852164943
718,0.0,255.0,3.427024675853479,0.0,0.973568281938326,1.6382978723404256,0.70670570205985
4900,0.0,255.0,3.11261031357402,0.0,0.8623481781376519,1.4967320261437909,0.6175396227328716
1702,0.0,255.0,4.377768082796174,0.3725490196078431,1.077294685990338,1.85483870967742,0.8434644789856534
1701,0.0,255.0,4.403162473632751,0.350253807106599,1.009049773755656,1.7246376811594204,0.8698655323520091
503,0.0,255.0,4.171732983493039,0.2711111111111111,0.990950226244344,1.7164179104477613,0.8029048166723547
504,0.0,255.0,3.755547774845474,0.1455399061032863,1.0,1.6911764705882353,0.7552574838562142
4759,0.0,255.0,5.326981292054446,0.0,0.9681274900398408,4.433962264150943,0.5782832030709555
4724,0.0,255.0,2.808224394146181,0.0,0.0,1.0462962962962965,0.4250331850178578
4726,0.0,255.0,3.0039969596286595,0.0,0.0,1.0696517412935322,0.4086326945848134
4728,0.0,255.0,2.417954440550978,0.0,0.0,1.0091743119266054,0.3701633114836771
4725,0.0,255.0,3.9829335109416086,0.0,0.5228426395939086,1.4736842105263157,0.603717299128653
4737,0.0,255.0,4.463007588261228,0.0,1.2065217391304348,4.137931034482759,0.7228017566901495
717,0.0,255.0,2.157055320938838,0.0,0.0,0.9908256880733946,0.3762846900682949
3738,0.0,255.0,2.282775330756488,0.0,0.2253521126760563,1.3278688524590163,0.5237018512069954
4739,0.0,255.0,6.093568036369154,0.0947368421052631,1.0711111111111111,3.515151515151515,0.745016839459193
4733,0.0,255.0,5.414944692324265,0.0,0.9670781893004116,3.571428571428572,0.64447746081211
4750,0.0,255.0,3.1651399633941364,0.0,0.0,1.1474654377880185,0.4390964021818844
4749,0.0,255.0,3.541706851166784,0.0,0.5532994923857868,1.513157894736842,0.5608226037632691
3737,0.0,255.0,2.263027010394885,0.0,0.0416666666666666,1.1538461538461535,0.4817410747661994
4743,0.0,255.0,2.8337652250249588,0.0,0.0,1.1578947368421053,0.3924344873710152
108,0.0,255.0,4.511206525454312,0.4891774891774891,1.1,2.0434782608695654,0.8961496083084133
3718,0.0,255.0,4.008108438344948,0.24623115577889448,0.9741379310344828,1.5616438356164384,0.7957324955656435
